"PRODUCT_NAME","Avg_Cost"
"TARON-C DH",24.5
"ERYTH FT 2",24.5
"REVATIO (S",24.5
"CITRUCEL C",24.33
"TRIPLE ANT",24.3
"ADVATE 5ML",24.25
"PROTONIX I",24.13
"LEVOXYL TA",24.08
"ZENCHENT 0",24
"ONZETRA XS",24
"3 DAY VAGI",24
"HM CHILD I",24
"HYDRAZLAZI",24
"XOPENEX",24
"LDR ACETAM",23.75
"SM CETIRIZ",23.5
"FIRMAGON 8",23.5
"ARISTADA 1",23.5
"JAKAFI",23.43
"DEXTROSE 5",23.34
"REVLIMID(L",23.33
"PIROXICAM",23.3
"ELETRIPTAN",23.29
"TRANYLCYPR",23.25
"TOPCARE CH",23.25
"CALCIUM GL",23.19
"NYSTATIN/T",23.17
"PATANOL 0.",23
"GENERESS F",23
"SARNA SENS",23
"INFANT GAS",23
"FERRALET 9",23
"ERY 2% PAD",23
"SOLIRIS",23
"ROBAFEN-AC",23
"RASUVO 17.",23
"FLAREX",23
"ONEXTON 1.",23
"PEDIA-RELI",23
"ALINIA FOR",23
"CORTROSYN",23
"FELBATOL 4",23
"GNP ASPIRI",22.86
"CAPTOPRIL",22.52
"EDARBYCLOR",22.5
"SIMPONI 10",22.5
"ARANELLE T",22.5
"AZASITE",22.5
"ITRACONAZO",22.47
"NYSTATIN A",22.39
"ARMODAFINI",22.26
"TUMS PEPPE",22.25
"SULINDAC T",22.25
"BARACLUDE",22.25
"JANTOVEN 4",22.25
"OTREXUP (M",22.2
"SOTALOL HC",22.1
"MEDIFIN 40",22
"SM ANTACID",22
"ACANYA GEL",22
"ESBRIET 26",22
"VIRT-C DHA",22
"COLY-MYCIN",22
"GEMZAR",22
"CARISORPOD",22
"FEMAZOLE",22
"ZIDOVUDINE",22
"MAPAP JR 1",22
"SOMATULINE",22
"ZOLADEX SA",22
"CAMPTOSAR",22
"TAFINLAR C",22
"PREMPHASE",22
"2G/50ML CE",22
"FML S.O.P.",22
"QUFLORA PE",21.8
"ORPHENADRI",21.71
"AMPICILLIN",21.68
"DOUBLE ANT",21.67
"LOXAPINE S",21.67
"VELTASSA P",21.6
"ETHYNODIOL",21.5
"ANAGRELIDE",21.5
"DUAVEE (CO",21.5
"LEVOLEUCOV",21.5
"FOSRENOL 1",21.5
"VINCRISTIN",21.45
"METHAZOLAM",21.42
"EFFEXOR XR",21.4
"TRIFLUOPER",21.38
"VITAMIN K1",21.33
"OFEV (NINT",21.33
"ENTACAPONE",21.31
"AMOX C XR",21.25
"ZONTIVITY",21.25
"ZADITOR",21
"ILEVRO 3ML",21
"PHOSPH. IO",21
"DILAUDID A",21
"LIDODERM (",21
"BROMFENAC",21
"JR. STRENG",21
"AVYCAZ (CE",21
"CUVITRU 2G",21
"JANTOVEN 1",21
"OCALIVA 5M",21
"DDAVP 4MCG",20.75
"ZENCHENT",20.75
"CYTOMEL  5",20.5
"RIMSO-50 5",20.5
"FYAVOLV  T",20.5
"ETHOSUXMID",20.33
"SINGULAIR",20.14
"BEYAZ",20
"POT CITRAT",20
"ADULT CHEW",20
"MESTINON S",20
"K-EFFERVES",20
"WELCHOL FO",20
"SENOKOT EX",20
"HYOSYNE OR",20
"THEO-24 10",20
"NULOJIX",20
"PERDIEM OV",20
"DAPSONE GE",19.86
"PROPOFOL I",19.83
"THYROGEN 0",19.75
"AMBIEN CR",19.75
"TUSSIN CF",19.67
"TRICITRATE",19.5
"GELNIQUE (",19.5
"LOVENOX 40",19.5
"TARON PREX",19.5
"ABACAVIR O",19.5
"FUNGOID TI",19.5
"OMNITROPE",19.4
"QUILLIVANT",19.38
"NEFAZODONE",19.33
"LOPREEZA (",19.25
"ZETIA 10MG",19.2
"SILDENAFIL",19.17
"MODAFINIL",19.11
"LDR ALLERG",19.06
"RIFAMPIN15",19
"TESTIM (TM",19
"ERYPED 400",19
"MEKINIST T",19
"JANTOVEN 7",19
"BPL LISINO",19
"PHERPHENAZ",19
"XENAZINE 2",19
"MILRINONE",18.89
"ANTACID TA",18.57
"XALATAN SS",18.5
"IBU-DROPS",18.5
"FANAPT 10M",18.5
"TRI-BUFFER",18.5
"DESFERAL V",18.5
"MURO 128 5",18.43
"TOPOTECAN",18.4
"AFINITOR T",18.38
"PROBENECID",18.33
"KERYDIN 5%",18.33
"PRISTIQ EX",18.27
"URSODIOL 2",18.25
"DIPHEDRYL",18.19
"OXALIPLATI",18.18
"NICODERM C",18.07
"THIORIDAZI",18.06
"SM NAS SPR",18
"LUMIZYME (",18
"SEROQUEL 4",18
"HM LORATAD",18
"ARCAPTA NE",18
"ZENPEP CAP",18
"GNP PINK B",18
"PRIMAXIN 2",18
"HEMATOGEN",18
"DIASTAT (D",18
"BISA-LAX 5",18
"DEFEROXAMI",17.75
"INVANZ ADD",17.67
"PREPOPIK",17.67
"REMODULIN",17.63
"CITRUCEL F",17.5
"PURALUBE O",17.5
"TRIAH/HTZ",17.5
"VIDAZA (AZ",17.5
"TEKTURNA 1",17.5
"DEPO-SUBQ",17.5
"PACERONE 4",17.5
"LORCET HD",17.5
"SORE THROA",17.5
"ORGAN-I NR",17.5
"RILUZOLE F",17.5
"CYTRA-K CR",17.5
"AUGMENTIN",17.4
"GLYXAMBI 1",17.33
"BETHANECHO",17.13
"HEMORRHOID",17
"PNV - SELE",17
"PRILOSEC D",17
"THIOLA TAB",17
"TRIPLE-A O",17
"GABITRIL 4",17
"LORCET HYD",17
"KLONOPIN 1",17
"PROB/COLCH",17
"NAMZARIC 2",16.75
"NEXIUM 20M",16.75
"VYFEMIA TA",16.67
"CISPLATIN",16.6
"CALAMINE L",16.5
"ZIRGAN (GA",16.5
"EDARBI 40M",16.5
"PLAVIX",16.5
"ESTRING VA",16.5
"LITH CARB",16.5
"EQUETRO 10",16.5
"ZYPREXA",16.33
"ADDERALL T",16.3
"ETOPOSIDE",16.24
"SEASONIQUE",16
"PERCOCET 1",16
"SM MINERAL",16
"DIALYVITE",16
"PHENELZINE",16
"AFEDITAB C",16
"GYNAZOLE 1",16
"XANAX 1MG",16
"XELODA 150",16
"TOBI PODHA",16
"ACIPHEX 20",16
"SYNJARDY 5",16
"FORFIVO XL",16
"TYVASO (TR",15.8
"CLOZARIL T",15.75
"KIMIDESS",15.75
"EXJADE TAB",15.67
"BURPOPION",15.5
"XIFAXAN",15.5
"DEMEROL (M",15.5
"RYTARY, 23",15.5
"ISORDIL OR",15.5
"DENAVIR 1%",15.5
"INFANT IBU",15.5
"VIBRAMYCIN",15.5
"CLINDESSE",15.5
"CHLOROTHIA",15.4
"PRADAXA 75",15.29
"DESOXIMETA",15.26
"VECTIBIX (",15.25
"BUTRANS (B",15.11
"SPIRIVA 5",15
"BENTYL INJ",15
"PROLENSA (",15
"ALLERGY  A",15
"DIPRIVAN 1",15
"LDR 8H ART",15
"BUPRENOFPH",14.78
"TIAGABINE",14.7
"ZORTRESS T",14.67
"APAP 325MG",14.5
"DIFICID TA",14.5
"TRIMTHOBEN",14.5
"XANAX 2MG",14.5
"BOTOX COSM",14.5
"CELEXA  20",14.5
"0.25 ACETI",14.5
"BLEOMYCIN",14.5
"SM LORATAD",14.43
"GLYCERIN S",14.4
"PITOCIN 10",14.33
"SYMLIN 1MG",14.25
"MEROPENEM",14.24
"PARICALCIT",14.18
"OB COMPLET",14.1
"OMNARIS (C",14
"PNV PRENAT",14
"METHYLERGO",14
"PINDOLOL 1",14
"TORISEL 25",14
"CYRAMZA",14
"STIVARGA",14
"GAVISCON L",14
"E.E.S. GRA",14
"OXAZEPAM C",14
"TIZINIDINE",14
"TEKTURNA 3",14
"AMRIX 15MG",14
"EXTAVIA  V",14
"CEFEPIME F",13.92
"PROZAC",13.88
"LIORESAL (",13.75
"LATUDA 60M",13.67
"SUPRAX CAP",13.67
"CEFIXIME O",13.67
"RYTARY, 36",13.5
"DYANAVEL T",13.5
"KUVAN",13.5
"NEUPRO 2 M",13.5
"CILOXAN",13.5
"NAMENDA 10",13.5
"NESINA 25",13.5
"MANNITOL I",13.5
"JANTOVEN 3",13.4
"AMOX/CLAVU",13.38
"MORPHABOND",13.33
"CELLCEPT C",13.33
"GILDAGIA",13.25
"LDR MUCUS",13.25
"NITROSTAT",13.2
"TAZTIA XT",13.08
"ZURAMPIC (",13
"TL GARD",13
"GENGRAF CA",13
"DIAZEPAM C",13
"DELESTROGE",13
"GNP CHILDR",13
"POTTASSIUM",12.8
"CRESEMBA 1",12.75
"TYMLOS  (A",12.67
"LDR SLEEP",12.67
"FOSRENOL 5",12.5
"TOPCARE LU",12.5
"NERLYNX (N",12.5
"CEFEPIME P",12.5
"TRIZIVIR T",12.5
"JEVANTIQUE",12.5
"OXYMETAZOL",12.44
"PLEGRIDY P",12.4
"0.9% NACL",12.33
"NAVELBINE",12.33
"LAMICTAL C",12.33
"COMPLETE A",12.33
"PROGRAF 5M",12.33
"XALKORI (C",12.33
"MATZIM LA",12.27
"BENICAR (O",12.25
"RISEDRONAT",12.17
"ZEJULA",12
"XADAGO TAB",12
"LINDANE SH",12
"CUVITRU 8G",12
"ALVESCO (C",12
"NUVIGIL 25",12
"IFEX INFEC",12
"DACOGEN 50",12
"INVIRASE 5",12
"MAXALT-MLT",12
"CLINDEMYCI",12
"SAVELLA 12",12
"SODIUM SUL",12
"GILOTRIF 3",12
"OLMESTN/AM",11.88
"SEROSTIM",11.75
"CELLCEPT 5",11.75
"NEOSTIGMIN",11.75
"SANDOSTATI",11.73
"TRACLEER (",11.67
"GNP NICOTI",11.64
"ZOMIG 2.5M",11.5
"CONDYLOX 0",11.5
"LAYOLIS FE",11.5
"BICILLIN C",11.5
"NEUPRO 4 M",11.5
"TYKERB TAB",11.5
"FARESTON",11.5
"MORPHINE 5",11.5
"TEFLARO 40",11.5
"CYTRA-2 SO",11.5
"BISO/FUM/H",11.5
"KALYDECO O",11.5
"HEARTBURN",11.4
"GEMCITABIN",11.32
"NADOLOL 80",11.22
"RAYOS",11.2
"CEFEPIME H",11.2
"CANDESARTA",11.03
"NEUPRO 8 M",11
"DELSYM COU",11
"ALMOTRIPTA",11
"45% UREA N",11
"NYSTATIN 5",11
"CYCLAFEM 7",11
"GILOTRIF 2",11
"DIOCTO LIQ",11
"JANTOVEN 6",11
"CAPASTAT S",11
"SUPHEDRINE",11
"SANCUSO (G",11
"APREPITANT",10.94
"GAVISCON E",10.75
"SENNA-TIME",10.75
"AFEDITAB",10.75
"PLAQUENIL",10.67
"CAPTOPRIL/",10.6
"METADATE E",10.5
"SULFADIAZI",10.5
"ZORVOLEX 3",10.5
"LINCOCIN 3",10.5
"INVEGA 6MG",10.5
"NUCYNTA ER",10.44
"BUTORPHANO",10.33
"DARIFFENAC",10.33
"AZELEX (AZ",10.25
"EMFLAZA (D",10.2
"EVEKEO (AM",10.17
"OXANDROLON",10.17
"OLAPATADIN",10
"INFANT PAI",10
"DESENEX AT",10
"BELBUCA 30",10
"OTOVEL",10
"ELIGARD 45",10
"IMIPENEM A",10
"CITRUCEL S",10
"PFIZERPEN",10
"STREPTOMYC",10
"NAGLAZYME",10
"SAVAYSA (",10
"LASTACAFT",10
"DONNATAL E",10
"PRISTIQ (D",10
"1G/50ML CE",10
"GRALISE 30",10
"IRINOTECAN",9.97
"ASPIRIN TA",9.89
"NASAL SPRA",9.86
"SALSALATE",9.8
"DUTASTERID",9.77
"DOXORUBICI",9.76
"ZOLEDRONIC",9.67
"PIPERACIL/",9.67
"NINLARO (I",9.5
"TREXALL TA",9.5
"ELOCTATE 7",9.5
"CELEBREX 2",9.5
"BELBUCA 15",9.5
"DOCUSOL MI",9.5
"MYDAYIS 25",9.5
"ORACEA 40",9.5
"DALVANCE 5",9.5
"ACETYLCYST",9.45
"JANTOVEN 2",9.44
"CHLOROQUIN",9.4
"VRAYLAR CA",9.4
"RENACIDIN",9.33
"NALOXONE S",9.33
"AMLO+VAL+H",9.33
"EMSAM (SEL",9.2
"RASAGILINE",9.07
"PHILITH 0.",9
"KADCYLA (A",9
"LEADER CLO",9
"RELISTOR P",9
"MUCINEX FA",9
"SM MILK OF",9
"RHOPHYLAC",9
"AMIKACIN S",9
"ZENCHENT F",9
"ADRUCIL (F",9
"MYDAYIS 37",9
"XIFAXAN IB",9
"CYCLOSET 0",9
"8 HOUR ER",9
"TRIPLE MOI",9
"VYVANSE CH",8.82
"CITRATE OF",8.75
"AMETHIA LO",8.75
"PRIVIGEN",8.75
"KLOR-CON O",8.75
"LDR PAIN R",8.72
"MIRVASO GE",8.67
"DACARBAZIN",8.63
"FELBAMATE",8.56
"CYRED (DES",8.5
"LDR LANSOP",8.5
"SANI-SUPP",8.5
"KAO-TIN LI",8.5
"ALVESCO 80",8.5
"K-PHOS NEU",8.5
"CORDRAN TA",8.5
"CORTIFOAM",8.5
"AMRIX 30MG",8.5
"ZEMBRACE S",8.5
"CLEMASTINE",8.5
"FUZEON 90M",8.5
"CLORAZEPAT",8.4
"DESONIDE L",8.33
"VALTREX CA",8.33
"ESCALITOPR",8.29
"GATIFLOXAC",8.29
"ACEPHEN 65",8.17
"POMALYST",8.11
"DOBUTAMINE",8.1
"OLMESARTAN",8.03
"MYDAYIS 50",8
"ONGLYZA 5",8
"SPORANOX (",8
"TAZORAC",8
"CAMILA TAB",8
"BETHKIS",8
"DELYSM EXT",8
"VPRIV (VEL",8
"PROPAFENON",7.86
"UNASYN (AM",7.75
"BUPREN/NAL",7.67
"PYRAZINAMI",7.67
"SSKI",7.67
"BETASEPT S",7.6
"INFLECTRA",7.5
"CLARINEX S",7.5
"YERVOY",7.5
"NAFCILLIN",7.5
"DIPHENOX/A",7.5
"IMITREX TA",7.5
"RELENZA DI",7.5
"VELETRI EP",7.5
"RELPAX (EL",7.5
"XATMEP",7.5
"ATELVIA DR",7.5
"ELIGARD 7.",7.5
"NEURONTIN",7.45
"XTAMPZA ER",7.44
"PIPERACILL",7.41
"SYNJARDY X",7.4
"GANCICLOVI",7.33
"RYTARY, 48",7.33
"KISQALI FC",7.33
"VIRT-VITE",7.33
"PURIXAN",7.25
"SEROQUEL 2",7.25
"DESIPRAMIN",7.24
"KONSYL ORA",7.14
"XEOMIN",7.14
"VIOKACE 20",7
"METHAMPHET",7
"GATTEX - 3",7
"INVEGA 3 M",7
"ONIVYDE 43",7
"FABRAZYME",7
"VALCYTE OR",7
"ELAPRASE 6",7
"QBRELIS (L",7
"ASTEPRO 0.",7
"CUPRIMINE",7
"SULF NA/PR",7
"LANTUS NOV",7
"BLEPHAMIDE",7
"LOXAPINE C",7
"GILOTRIF 4",7
"KLONOPIN 2",7
"BECONASE A",7
"MINERAL OI",7
"SOTALOL AF",7
"SALICYLIC",7
"PINDOLOL T",6.9
"LEVOBUNOLO",6.86
"NORVASC (A",6.83
"GENOTROPIN",6.8
"NALOXONE H",6.8
"ZOHYDRO ER",6.8
"LEVULAN KE",6.75
"ACEBUTOLOL",6.75
"DOCETAXEL",6.68
"ALPROLIX 2",6.67
"LDR ALLER-",6.5
"CEFACLOR O",6.5
"ORAL SUSPE",6.5
"COLACE CLE",6.5
"DIFLORASON",6.5
"ZIAGEN ORA",6.5
"INVEGA 9MG",6.5
"ZARONTIN C",6.5
"NADOLOL TA",6.43
"TOPROL-XL",6.36
"CHORIONIC",6.33
"CLOMIPHENE",6.33
"RETIN-A CR",6.33
"EZETIMIBE/",6.3
"LIORESAL I",6.3
"NEO-POLYCI",6.25
"MYZILRA",6.25
"PHENYTEK 3",6.25
"AUBRA",6.25
"BIMATOPROS",6.17
"RIBAVIRIN",6
"ERYGEL 2%,",6
"THEOPHLLIN",6
"EPIVIR ORA",6
"GLUCOPHAGE",6
"BETOPTIC S",6
"MENEST TAB",6
"PROTONIX T",6
"VIVELLE DO",6
"FIRAZYR 30",6
"CELEXA 40M",6
"RIVASTIGMI",5.98
"CARBIDOPA+",5.83
"DECITABINE",5.8
"DISOPYRAMI",5.75
"WATER STER",5.75
"ETODOLAC E",5.71
"ACITRETIN",5.67
"LINEZOLID",5.53
"LYNPARZA 1",5.5
"CORTISPORI",5.5
"FONDAPARIN",5.47
"CABOMETYX",5.4
"ELOCTATE 1",5.33
"BOSULIF BO",5.33
"PREDNICARB",5.25
"CYSTADANE",5.25
"CODEINE SU",5.11
"BETAXOLOL",5.08
"CEFACLOR C",5
"HUMATROPE",5
"TYGACIL ND",5
"DIAZEPAM I",5
"IMIPENEM-C",5
"DARIFENACI",4.95
"LDR NICOTI",4.8
"AMLOD/OLME",4.8
"AMCINONIDE",4.8
"TELMISARTA",4.75
"LDR IBUPRO",4.73
"VORICONAZO",4.68
"ACTOPLUS M",4.67
"MAPAP 80 M",4.67
"HYSINGLA E",4.67
"GABLOFEN 5",4.67
"RIFAMPIN 1",4.6
"Q-PAP LIQU",4.6
"ISOTONIC G",4.56
"STOMACH RE",4.5
"TRANDOLAPR",4.5
"VENCLEXTA",4.5
"NUCYNTA (T",4.33
"DARAPRIM T",4.33
"TIMOPTIC 0",4.33
"MOTION SIC",4.33
"SULFAZINE",4.33
"OPIUM TINC",4.25
"HYDROXYPRO",4.25
"CONCENTRAT",4.14
"DEMECLOCYC",4.11
"RENVELA PO",4
"ALREX (LOT",4
"TERBUTALIN",3.9
"OXACILLIN",3.89
"GEODON (ZI",3.88
"DURAGESIC",3.83
"TETRABENAZ",3.81
"S/B ANTACI",3.78
"RILUZOLE T",3.75
"MICARDIS(T",3.75
"COTEMPLA X",3.67
"VAGIFEM 10",3.5
"NYSTATIN-T",3.5
"LANTHANUM",3.5
"UNITHROID",3.5
"GRANIX INJ",3.4
"ADZENYS XR",3.36
"SUTENT (SU",3.33
"EPIVIR TAB",3.25
"DILAUDID 4",3.25
"ZINECARDS",3.25
"ICLUSIG TA",3.25
"POLY-VI-FL",3.09
"PRIFTIN (R",3
"MEFENAMIC",3
"ROPIVACAIN",3
"ROPRINIROL",3
"ORENITRAM",2.8
"CEFTAZIDIM",2.72
"BENICAR HC",2.67
"ENVARSUS X",2.6
"DIMENHYDRI",2.57
"TOPCARE FE",2.5
"PROTRIPTYL",2.5
"ADVATE 2ML",2.4
"LIPITOR TA",2.33
"DIDANOSINE",2.29
"CARDIZEM L",2.25
"NICORETTE",2.18
"PRED FORTE",2.14
"NAROPIN (R",2.1
"CEFOXITIN",2.08
"RECOMBINAT",2
"AMLO+OLME",2
"PAXIL IR T",1.88
"CDLD & ENT",1.86
"GENETROPIN",1.6
"OCTREOTIDE",1.45
"GLIMEPRIDE",1.38
"PANCREAZE",1.33
"MEPERIDINE",1.33
"PHENYLEPHR",1.27
"FLUVASTATI",0.93
"TEMOZOLOMI",0.23
"GRASTEK 28",0
"TAPAZOLE",0
"PAMELOR 50",0
"KAO-TIN 24",0
"PANOXYL FO",0
"ALTOPREV 2",0
"AMETHIA -",0
"ZENZEDI 5",0
"ADAGEN INJ",0
"MI-ACID DO",0
"2G IN 100M",0
"PROFILNINE",0
"AVC CREAM",0
"TOPAMAX 15",0
"GENGRAF 10",0
"AUBRA (LEV",0
"NIACOR",0
"PAIN RLF 5",0
"BP VIT 3 C",0
"TRICON CAP",0
"FERIVA FA",0
"VARUBI INJ",0
"ENBRACE HR",0
"SRONYX TAB",0
"VIRT PN PL",0
"GLYDO (LID",0
"PRAMOSNE C",0
"MYCAMINE 5",0
"TOPCARE CO",0
"S/B BISACO",0
"ZONEGRAN 2",0
"ENSTILAR A",0
"AMERGE TAB",0
"LEUKERAN",0
"O-CAL PREN",0
"BROMSITE O",0
"DESOXIMETH",0
"EPOPROSTEN",0
"ATACAND 32",0
"CYTOMEL 50",0
"ALOCRIL",0
"ZYCLARA 2.",0
"LEADER LAN",0
"ANU-MED SU",0
"A & D OINT",0
"NUVIGIL 50",0
"GLYBURIDE-",0
"STRENSIQ",0
"AIRDUO 232",0
"STIMATE NA",0
"PROVENGE (",0
"FARXIGA",0
"AK-SULF",0
"RETROVIR S",0
"TYLENOL W/",0
"ORFADIN 5M",0
"NEOMYC-BAC",0
"EXT STRENG",0
"DOXY DR 15",0
"SUPPOSITOR",0
"TREXIMET 1",0
"TETRACAINE",0
"SORILUX 0.",0
"NORCO 5/32",0
"NAXPROXEN",0
"CARDURA (D",0
"CALQUENCE",0
"ANAFRANIL",0
"OPANA ER 1",0
"LEVOTHRYOX",0
"LORCET PLU",0
"ZESTRIL 20",0
"VIRAMUNE 5",0
"GAS-X EXTR",0
"RIVELSA (T",0
"CIDOFOVIR",0
"ZALTRAP 10",0
"ZENATANE (",0
"NEUPRO 6 M",0
"CAPRELSA T",0
"MAXALT 5MG",0
"THRIVITE 1",0
"CYCLOGYL 0",0
"EXONDYS 51",0
"CLODAN KIT",0
"VIRACEPT T",0
"OTREXUP(ME",0
"ALORA 0.1M",0
"VASCEPA 50",0
"FLURANDREN",0
"HM NASAL D",0
"VITAMIN B",0
"CYSTAGON 1",0
"NORPACE CR",0
"VIOKACE 10",0
"PREFEST TA",0
"MULTI-VITA",0
"ADRENALIN",0
"ZANOSAR",0
"STROVITE O",0
"FORMALDEHY",0
"VIREAD 150",0
"ERY-TAB 50",0
"ENLYTE",0
"CUTIVATE",0
"PREGNYL (C",0
"2.5% DEXTR",0
"PNV FE FUM",0
"GAS-X ULTR",0
"UPTRAVI (S",0
"AVALIDE 30",0
"HELIXATE F",0
"DERMA-SMOO",0
"FETZIMA TI",0
"S/B CHLORP",0
"GNP EYE DR",0
"BP 10-1 WA",0
"METRO IV (",0
"TOBRADEX S",0
"ELIXOPHYLL",0
"ACID CONTR",0
"VIRAMUNE T",0
"BLETROZOLE",0
"TUSSIN MS",0
"BENEFIX RT",0
"SUPRAX (CE",0
"FORTAMET 5",0
"HYDROMOREP",0
"SENNA S PL",0
"DORYX-MPC",0
"ACLCYOVIR",0
"MIGLITOL 2",0
"EXFORGE FC",0
"NATPARA, 5",0
"NOVAPLUS C",0
"APLENZIN 3",0
"PRAMOXINE",0
"CHOLESTRAM",0
"ALLERGY TA",0
"EZETIMIBE&",0
"0.25% ACET",0
"TACLONEX T",0
"AVALIDE 15",0
"DONNATAL T",0
"COREG CR C",0
"ZOFRAN TAB",0
"GONITRO",0
"COZAAR 25M",0
"VELTIN GEL",0
"RINGER'S L",0
"LOESTRIN F",0
"MAX STRT C",0
"ATROPINE O",0
"ALPHANATE",0
"LDR NASAL",0
"SUNMARK UR",0
"HALDOL DEC",0
"TRIXAICIN",0
"ED APAP LI",0
"TILIA FE T",0
"ZYBAN TAB",0
"PHENASEPTI",0
"FE W/VIT C",0
"AFINITOR D",0
"DEMSER 250",0
"ULTRAM (TR",0
"NOXAFIL PO",0
"BETAPACE 1",0
"AVAPRO 300",0
"NISOLDIPIN",0
"DOXEPIN 75",0
"POLOCAINE",0
"THALOMID (",0
"EXTINA FOA",0
"FLOLAN FOR",0
"LOW DOSE A",0
"DORIPENEM",0
"DUTOPROL 1",0
"IMFINZI, 1",0
"DDAVP 0.1M",0
"TOPETECAN",0
"LAMISIL AF",0
"AZOR 5/40M",0
"ZENZEDI 15",0
"WYMZYA  FE",0
"O-CAL FA",0
"LANOXIN IN",0
"CRESEMBA 3",0
"DOTAZONE T",0
"DIABETIC M",0
"ISOPROPYL",0
"HYGIENIC C",0
"ESCAVITE",0
"BUTENAFINE",0
"ELESTRIN G",0
"PRILOSEC F",0
"RAJANI 3/.",0
"SECURA PRO",0
"LIPOFEN",0
"S/B LORATA",0
"CLADRIBINE",0
"IDELVION 2",0
"RELISTOR 1",0
"AMARYL 4MG",0
"OLME/AMLO/",0
"LENVIMA 10",0
"MORGIDOX 1",0
"BRINTELLIX",0
"OVIDREL PR",0
"SALACTIC F",0
"SCALPICIN",0
"ONCASPAR (",0
"XERMELO",0
"DIFLUCAN (",0
"C-NATE DHA",0
"MILLIPRED",0
"LATUDA 40M",0
"CEPACOL MA",0
"REMERON (M",0
"CLENPIQ SO",0
"BENZAEPRIL",0
"NESINA 12.",0
"OXISTAT LO",0
"S/B IBUPRO",0
"HAEGARDA 3",0
"LDR CHD CG",0
"DOXIL 20MG",0
"PENTOBARBI",0
"TUSSIN 400",0
"GOCOVRI",0
"SIGNIFOR L",0
"ZOCOR 40MG",0
"DILAUDID 2",0
"SAMSCA 15M",0
"PROTONIX P",0
"CALCIUM PO",0
"PROCAINAMI",0
"OCALIVA 10",0
"ANIFUNGAL",0
"HAEGARDA 2",0
"SUDOGEST C",0
"CHATEAL",0
"RYTARY, 61",0
"JANUVIA TA",0
"RASUVO 22.",0
"PRECOSE 25",0
"RAGWITEK 1",0
"SILIQ INJE",0
"HYPERRHO M",0
"LDR COUGH",0
"ESGIC TABL",0
"ZELAPAR OD",0
"SM ACID RE",0
"TYGACIL 50",0
"ORACIT",0
"GAS-X CHEW",0
"LODOSYN 25",0
"MOEXIPRIL",0
"ILUVIEN",0
"MAFENIDE A",0
"ZENZEDI 30",0
"VIVLODEX",0
"ALPROLIX 5",0
"VYTORIN 10",0
"CAPEX SHAM",0
"TRAMADOL A",0
"DESONIDE",0
"HYQVIA 10",0
"HYPERRHO-D",0
"PREVYMIS 4",0
"FANAPT 1MG",0
"NESTABS AB",0
"FELODINPIN",0
"NULYTELY F",0
"KONSYL 6GM",0
"ARALAST NP",0
"PRENAISSAN",0
"PAMELOR 10",0
"SOMAVERT 1",0
"VIIBRYD ST",0
"SOLOFUSE 2",0
"PHENLYEPHR",0
"BELBUCA 60",0
"IMITREX NA",0
"ANTARA 90M",0
"CEREBYX (F",0
"GLUCOTROL",0
"ZYPREXA RE",0
"THERAFLU E",0
"ALPROLIX 1",0
"ZUPLENZ 4M",0
"LAXATIVE B",0
"RELISTOR 8",0
"ZIPSOR",0
"ZARAH 3 X",0
"VERAMYST N",0
"CHENODAL",0
"SOLODYN 80",0
"DEPEN TITR",0
"LYZA",0
"NOREE0.180",0
"ZOVIRAX OI",0
"MITOXANTRO",0
"MOBIC (MEL",0
"EVISTA 60M",0
"TEXACORT",0
"HALOG OINT",0
"JEVTANA 60",0
"CESAMET CA",0
"DOTHELLE D",0
"SEEBRI NEO",0
"MIRAPEX 1M",0
"VIRT PN",0
"TRIMIPRAMI",0
"HEPARIN 1,",0
"ORFADIN 10",0
"QUINAPRIL/",0
"EGRIFTA",0
"RAPAMUNE .",0
"CARBIDOPA,",0
"TRICARE PR",0
"EVISTA",0
"GNP STOOL",0
"PENTAZOCIN",0
"PARSABIV (",0
"FLORIVA .2",0
"TARGRETIN",0
"TESTOPEL 7",0
"ALOSETRON",0
"RYDAPT SOF",0
"SEROQUEL (",0
"MICARDIS H",0
"LOVENOX  6",0
"GLYCOLAX O",0
"LOVENOX PR",0
"OCTAGAM 5%",0
"DOCU LIQUI",0
"OSENI 25MG",0
"PREFERAOB",0
"HYLENEX RE",0
"BURN RELIE",0
"VITAFOL FE",0
"EX-LAX MAX",0
"TOPCARE LI",0
"CEFOTAXIME",0
"ACTOS (PIO",0
"NIGHTTIME",0
"ELITEK 7.5",0
"K-TAB 10ME",0
"PCE 500MG",0
"ZEGERID 40",0
"DDAVP .01%",0
"FLUTAMIDE",0
"TIVORBEX 4",0
"MIGLITOL 5",0
"CARTEOLOL",0
"ATIVAN 1MG",0
"PICATO 0.0",0
"NEORAL SOL",0
"CLOBEX SPR",0
"PHENYTEK 2",0
"ZENATANE C",0
"LOVENOX  8",0
"ZIAGEN TAB",0
"OTREXUP IN",0
"FEIBA 1750",0
"CELEBREX 4",0
"DIFLUCAN 1",0
"COMETRIQ 6",0
"LENVIMA 20",0
"COMBIVIR T",0
"AVODART CP",0
"ZOFRAN ODT",0
"MENTAX (BU",0
"AMBIEN 5MG",0
"FENTORA 60",0
"BUNAVAIL 2",0
"RAPAMUNE 2",0
"ISTALOL (T",0
"DONNATAL G",0
"TAXOTERE 2",0
"LUZU CREAM",0
"BRIVAIACT",0
"WINRHO SDF",0
"IXEMPRA 15",0
