Utilization Type	State	Labeler Code	Product Code	Package Size	Year	Quarter	NDC	Product Name	Units 	Prescriptions	Total Amount
FFSU	NY	68382	99	10	2018	1	68382009910	PAROXETINE			
MCOU	NY	68001	287	4	2018	1	68001028704	BUPROPION			
MCOU	NY	409	7139	9	2018	1	409713909	STERILE WA	"44,640.99"	47	196.36
FFSU	NY	603	6161	32	2018	1	603616132	TRAZODONE	"7,554"	196	"1,788.31"
FFSU	NY	8	1030	6	2018	1	8103006	RAPAMUNE L	"1,680"	23	"48,233.02"
MCOU	NY	52544	884	8	2018	1	52544088408	ALORA ETS			
MCOU	NY	591	405	5	2018	1	591040505	LISINOPRIL			
FFSU	NY	49884	822	11	2018	1	49884082211	TRAMADOL H			
MCOU	NY	51991	818	1	2018	1	51991081801	PROPRANOLO	"34,725"	"1,040"	"39,585.06"
MCOU	NY	63323	508	30	2018	1	63323050830	MEROPENEM	782.4	44	"44,334.13"
MCOU	NY	68001	7	0	2018	1	68001000700	BPL GABAPE	"6,342"	80	"1,482.35"
FFSU	NY	68180	593	6	2018	1	68180059306	DESVENLAFA	450	15	698.13
FFSU	NY	781	2683	1	2018	1	781268301	DEXMETHYLP	"2,407"	66	"11,459.72"
FFSU	NY	52544	892	28	2018	1	52544089228	JOLIVETTE	"5,796"	151	"4,049.56"
MCOU	NY	51525	294	3	2018	1	51525029403	AZELASTINE	"228,316"	"7,608"	"165,895.18"
FFSU	NY	70000	213	2	2018	1	70000021302	LDR ALLERG			
FFSU	NY	54458	862	10	2018	1	54458086210	BENAZEPRIL			
MCOU	NY	43386	118	1	2018	1	43386011801	HYDROCODON			
MCOU	NY	781	1695	10	2018	1	781169510	ISDN 20MG	"2,940"	29	"1,586.99"
MCOU	NY	904	5780	51	2018	1	904578051	HEARTBURN			
FFSU	NY	85	4320	1	2018	1	85432001	CELESTONE	344	119	"2,975.05"
MCOU	NY	65162	572	10	2018	1	65162057210	BETHANECHO	"6,022"	70	"1,906.40"
MCOU	NY	63459	700	60	2018	1	63459070060	AMRIX 15MG	396	14	"13,923.78"
FFSU	NY	59762	1540	3	2018	1	59762154003	AMLODIPINE	"3,374"	101	773.32
MCOU	NY	45802	717	8	2018	1	45802071708	TERCONAZOL	"3,551"	"1,160"	"71,681.66"
FFSU	NY	49884	248	1	2018	1	49884024801	DEXMETHYLP			
MCOU	NY	93	5721	56	2018	1	93572156	BUPREN/NAL	"1,092"	23	"5,114.02"
MCOU	NY	31722	193	1	2018	1	31722019301	OXYCODONE	"32,253"	425	"14,161.91"
FFSU	NY	33342	111	7	2018	1	33342011107	MONTELUKAS	"2,310"	66	631.48
FFSU	NY	781	5184	10	2018	1	781518410	LEVOTHYROX	"8,680"	267	"4,688.45"
FFSU	NY	44946	1036	8	2018	1	44946103608	TRI-VITAMI			
FFSU	NY	13	2654	2	2018	1	13265402	GENETROPIN			
FFSU	NY	67877	246	10	2018	1	67877024610	QUETIAPINE	"23,122"	482	"5,717.60"
MCOU	NY	185	146	5	2018	1	185014605	NABUMETONE	"20,250"	376	"3,685.05"
FFSU	NY	406	136	1	2018	1	406013601	METHYLPHEN	"9,684"	233	"51,827.95"
MCOU	NY	63323	642	50	2018	1	63323064250	MAGNESIUM	10.32	39	"10,874.73"
FFSU	NY	54	220	25	2018	1	54022025	QUETIAPINE	"1,217"	34	225.01
FFSU	NY	781	1516	1	2018	1	781151601	POTASSIUM	"1,050"	28	346.59
FFSU	NY	53746	109	5	2018	1	53746010905	HYDROCODON	"2,903"	113	875.16
MCOU	NY	59212	245	55	2018	1	59212024555	LANOXIN TA			
MCOU	NY	46122	150	78	2018	1	46122015078	GNP ANTACI			
FFSU	NY	51079	651	20	2018	1	51079065120	DOXEPIN HC			
FFSU	NY	60505	94	0	2018	1	60505009400	DOXAZOSIN	"1,854"	48	742.03
MCOU	NY	555	33	5	2018	1	555003305	CHLORDIAZE	659	25	51.46
MCOU	NY	228	2672	11	2018	1	228267211	SPIRONOLAC	"77,956.41"	"1,844"	"15,667.38"
FFSU	NY	115	672	50	2018	1	115067250	ZOLMITRIPT			
MCOU	NY	46122	126	62	2018	1	46122012662	COLD SEVER			
FFSU	NY	68180	592	9	2018	1	68180059209	DESVENLAFA			
MCOU	NY	45963	567	8	2018	1	45963056708	EZETIMIBE/			
MCOU	NY	115	1643	1	2018	1	115164301	NITROFURAN	"1,997"	72	"1,232.26"
FFSU	NY	54879	1	1	2018	1	54879000101	ETHAMBUTOL			
FFSU	NY	59762	1004	1	2018	1	59762100401	NIFEDIPINE			
FFSU	NY	62011	20	1	2018	1	62011002001	HEALTH MAR			
MCOU	NY	68462	160	1	2018	1	68462016001	METFORMIN	"4,140"	73	120.63
FFSU	NY	65862	95	1	2018	1	65862009501	CEFPODOXIM			
MCOU	NY	68462	190	50	2018	1	68462019050	NAPROXEN T	"3,738"	75	282.99
MCOU	NY	50458	815	1	2018	1	50458081501	DITROPAN X			
MCOU	NY	43547	399	10	2018	1	43547039910	CYCLOBENZA	"41,590"	"1,009"	"3,369.52"
FFSU	NY	69097	845	7	2018	1	69097084507	CYCLOBENZA	"13,179"	333	"2,006.04"
FFSU	NY	76282	251	10	2018	1	76282025110	ESCITALOPR			
MCOU	NY	70839	300	30	2018	1	70839030030	TEKTURNA 3	"1,260"	42	"9,288.53"
MCOU	NY	16714	503	1	2018	1	16714050301	GABAPENTIN	"16,239"	158	897.3
MCOU	NY	904	1983	24	2018	1	904198324	ACETAMINOP	"9,292"	166	154.86
FFSU	NY	17478	327	45	2018	1	17478032745	ZOLEDRONIC	22	23	"1,090.52"
FFSU	NY	76282	335	1	2018	1	76282033501	WARFARIN 1	298	58	313.61
MCOU	NY	62559	241	1	2018	1	62559024101	METHAZOLAM	"5,674"	97	"27,315.74"
MCOU	NY	49230	530	10	2018	1	49230053010	VENOFER	"2,049.85"	750	"1,996,560.32"
FFSU	NY	8	1040	10	2018	1	8104010	RAPAMUNE .			
MCOU	NY	33342	50	10	2018	1	33342005010	LOSARTAN A	"2,895"	92	162.05
FFSU	NY	603	7540	49	2018	1	603754049	EMOQUETTE	866	27	475.12
FFSU	NY	51079	566	20	2018	1	51079056620	THIORIDAZI			
MCOU	NY	24385	594	71	2018	1	24385059471	NICOTINE G	"2,150"	19	327.66
FFSU	NY	55111	619	1	2018	1	55111061901	ESZOPICLON			
MCOU	NY	2	8315	17	2018	1	2831517	HUMULIN N	292.95	53	"8,541.84"
MCOU	NY	16714	401	1	2018	1	16714040101	CEFUROXIME	"1,973"	118	"3,474.73"
MCOU	NY	409	7923	36	2018	1	409792336	DEXTROSE 5			
FFSU	NY	93	9364	5	2018	1	93936405	GLYBURIDE			
MCOU	NY	69	5820	60	2018	1	69582060	TIKOSYN CA			
FFSU	NY	43547	332	10	2018	1	43547033210	GABAPENTIN			
FFSU	NY	68382	247	1	2018	1	68382024701	BENZONATAT	"14,206"	390	"4,234.15"
FFSU	NY	591	3204	13	2018	1	591320413	PODOFILOX			
FFSU	NY	57237	161	30	2018	1	57237016130	OMEPRAZOLE			
FFSU	NY	67457	351	10	2018	1	67457035110	AMPICILLIN			
MCOU	NY	113	461	62	2018	1	113046162	JUNIOR STR	"2,448"	57	237.77
FFSU	NY	64764	175	90	2018	1	64764017590	DEXILANT 6	"1,140"	33	"10,159.78"
MCOU	NY	51079	981	20	2018	1	51079098120	LISINOPRIL			
MCOU	NY	70000	249	1	2018	1	70000024901	LDR SLEEP	"1,288"	38	190.23
FFSU	NY	63459	912	11	2018	1	63459091211	GRANIX INJ			
FFSU	NY	69097	876	12	2018	1	69097087612	BUPROPION	"7,359"	253	"5,512.23"
MCOU	NY	406	1840	1	2018	1	406184001	METHYLPHEN	"11,251"	362	"42,583.09"
MCOU	NY	51672	4165	9	2018	1	51672416509	BROMPHENIR	"53,584"	204	"5,745.77"
MCOU	NY	29033	12	1	2018	1	29033001201	PIROXICAM			
FFSU	NY	68084	875	1	2018	1	68084087501	MONTELUKAS			
FFSU	NY	409	7101	67	2018	1	409710167	SODIUM CL	"387,500"	511	"10,663.94"
FFSU	NY	16729	287	17	2018	1	16729028717	ROSUVASTAT			
FFSU	NY	93	6118	87	2018	1	93611887	PREDNISOLO			
FFSU	NY	472	400	45	2018	1	472040045	CLOBETASOL			
FFSU	NY	115	1658	1	2018	1	115165801	NABUMETONE			
FFSU	NY	10370	678	1	2018	1	10370067801	NIFEDIPINE			
FFSU	NY	55111	682	5	2018	1	55111068205	IBUPROFEN	"24,617"	526	"3,762.41"
MCOU	NY	43547	335	10	2018	1	43547033510	BENAZEPRIL	"7,479"	237	480.11
MCOU	NY	36800	304	10	2018	1	36800030410	NASAL SPRA			
MCOU	NY	65862	162	90	2018	1	65862016290	QUINAPRIL	630	18	224.25
FFSU	NY	68382	92	5	2018	1	68382009205	CARVEDILOL	"17,693"	270	"1,966.32"
FFSU	NY	45802	63	35	2018	1	45802006335	TRIAMCINOL	780	52	358.81
FFSU	NY	93	7615	98	2018	1	93761598	OLMESARTAN			
MCOU	NY	50742	154	5	2018	1	50742015405	METFORMIN	"3,240"	60	69.7
MCOU	NY	185	10	1	2018	1	185001001	LABETALOL	"156,650"	"2,440"	"34,642.56"
MCOU	NY	378	1103	91	2018	1	378110391	MEMANTINE	"2,080"	51	"1,936.95"
MCOU	NY	60432	455	16	2018	1	60432045516	HYDROCODON	"83,030"	540	"6,214.14"
FFSU	NY	60793	411	30	2018	1	60793041130	FLECTOR	"3,063"	106	"37,904.79"
FFSU	NY	603	3855	25	2018	1	603385525	HYDROCHLOR			
FFSU	NY	228	3051	11	2018	1	228305111	AMPHETAMIN			
FFSU	NY	51672	1296	3	2018	1	51672129603	DIFLORASON			
FFSU	NY	310	6520	4	2018	1	310652004	BYDUREON 2	165	42	"26,770.87"
MCOU	NY	68462	580	1	2018	1	68462058001	FENOFIBRAT	"1,920"	64	972.35
MCOU	NY	75834	126	0	2018	1	75834012600	HYDRALAZIN			
MCOU	NY	23155	10	10	2018	1	23155001010	INDOMETHAC			
MCOU	NY	40085	203	45	2018	1	40085020345	NATIFINE H			
MCOU	NY	51079	943	1	2018	1	51079094301	BUPROPION			
FFSU	NY	16714	697	3	2018	1	16714069703	VALACYCLOV	"1,284"	38	"1,073.07"
MCOU	NY	69452	105	19	2018	1	69452010519	MONTELUKAS	"13,511"	439	"3,337.87"
MCOU	NY	43386	480	24	2018	1	43386048024	ORPHENADRI	"6,292"	123	"2,471.94"
FFSU	NY	40085	888	50	2018	1	40085088850	CLOBETASOL			
MCOU	NY	68308	505	47	2018	1	68308050547	OXYCODONE			
FFSU	NY	135	194	2	2018	1	135019402	NICODERM C	"1,096"	42	"2,268.06"
FFSU	NY	781	5702	92	2018	1	781570292	LOSARTAN 1	"1,496"	44	311.39
MCOU	NY	68382	28	10	2018	1	68382002810	METFORMIN	"55,740"	948	"1,069.01"
FFSU	NY	52544	982	31	2018	1	52544098231	VESTURA (D	"3,668"	93	"5,104.99"
MCOU	NY	143	3189	10	2018	1	143318910	LITHIUM CA	"5,149"	66	247.82
MCOU	NY	536	122	85	2018	1	536012285	APAP ORAL	"1,069,310.96"	"6,129"	"14,385.06"
FFSU	NY	60505	759	5	2018	1	60505075905	CEFOXITIN			
MCOU	NY	68001	240	8	2018	1	68001024008	FAMOTIDINE	"126,179"	"2,707"	"5,191.84"
MCOU	NY	43386	871	1	2018	1	43386087101	DEXTROAMPH	"1,665"	18	"1,357.76"
FFSU	NY	57237	18	99	2018	1	57237001899	DULOXETINE	"4,637"	122	"1,946.91"
FFSU	NY	54838	144	80	2018	1	54838014480	CHILDREN'S	"62,130"	297	"1,637.95"
MCOU	NY	65862	21	6	2018	1	65862002106	MIRTAZAPIN	"10,137"	330	"7,769.97"
FFSU	NY	115	1694	49	2018	1	115169449	EPINEPHRIN	118	59	"13,309.47"
FFSU	NY	228	2778	11	2018	1	228277811	PROPRANOLO	"2,869"	70	"2,965.17"
MCOU	NY	603	1450	47	2018	1	603145047	MULTI-VIT	"10,170"	204	"3,946.89"
MCOU	NY	17478	762	6	2018	1	17478076206	DROBABINOL	"4,168"	68	"19,478.37"
FFSU	NY	62037	696	30	2018	1	62037069630	TAZTIA XT			
MCOU	NY	904	1988	61	2018	1	904198861	ACETAMINOP	"13,716"	226	208.36
MCOU	NY	78	431	5	2018	1	78043105	FOCALIN XR	540	18	"6,386.25"
MCOU	NY	62332	76	42	2018	1	62332007642	MEMANTINE			
FFSU	NY	68968	6675	8	2018	1	68968667508	MINIVELLE			
MCOU	NY	603	5337	21	2018	1	603533721	PREDNISONE	"5,684"	139	498.4
MCOU	NY	69973	105	30	2018	1	69973010530	FENOFIBRIC	"3,840"	128	"7,364.81"
MCOU	NY	42043	252	38	2018	1	42043025238	CEFDINIR F	"29,980"	296	"11,606.40"
FFSU	NY	93	3086	84	2018	1	93308684	CLOZAPINE			
FFSU	NY	68084	55	30	2018	1	68084005530	DILTIAZEM			
MCOU	NY	409	1626	1	2018	1	409162601	BUTORPHANO			
MCOU	NY	65862	915	64	2018	1	65862091564	ZOLMITRIPT	344	52	"2,422.65"
FFSU	NY	67877	170	30	2018	1	67877017030	ONDANSETRO	"1,713"	51	598.02
FFSU	NY	50458	564	1	2018	1	50458056401	INVEGA SUS	673.09	464	"1,126,964.51"
MCOU	NY	143	9651	9	2018	1	143965109	MONTELUKAS			
FFSU	NY	45802	53	2	2018	1	45802005302	BETAMETHAS			
MCOU	NY	641	6070	25	2018	1	641607025	MORPHINE S			
FFSU	NY	3	3734	13	2018	1	3373413	OPDIVO	280	13	"74,026.20"
FFSU	NY	51991	746	5	2018	1	51991074605	DULOXETINE	"1,800"	41	793.86
MCOU	NY	64125	905	5	2018	1	64125090505	LORAZEPAM	"1,047"	25	41.92
MCOU	NY	60505	65	7	2018	1	60505006507	OMEPRAZOLE			
MCOU	NY	63323	695	4	2018	1	63323069504	ACETYLCYST			
MCOU	NY	61442	122	10	2018	1	61442012210	FAMOTIDINE	"161,991"	"4,495"	"13,493.25"
MCOU	NY	591	3542	60	2018	1	591354260	BUPROPION	"20,916"	470	"9,476.44"
MCOU	NY	27241	99	90	2018	1	27241009990	DULOXETINE	"12,564"	343	"10,052.73"
MCOU	NY	52427	429	90	2018	1	52427042990	TENORMIN 2			
MCOU	NY	430	783	27	2018	1	430078327	ASACOL HD	"1,650"	14	"11,940.85"
MCOU	NY	27241	70	6	2018	1	27241007006	MEMANTINE	"3,208"	65	"3,007.40"
FFSU	NY	781	2271	1	2018	1	781227101	AMLODIPINE			
MCOU	NY	43386	920	60	2018	1	43386092060	OXYCODONE			
MCOU	NY	71399	553	5	2018	1	71399055305	GABAPENTIN	"9,319"	111	637.89
MCOU	NY	59011	274	60	2018	1	59011027460	HYSINGLA E			
FFSU	NY	378	723	1	2018	1	378072301	ENALAPRIL/	"5,461"	155	"1,666.86"
MCOU	NY	67877	251	80	2018	1	67877025180	TRIAMCINOL	"322,043.60"	"4,002"	"26,067.31"
FFSU	NY	781	5232	92	2018	1	781523292	PRAVASTATI	915	27	275.42
MCOU	NY	9	29	1	2018	1	9002901	XANAX .25M			
MCOU	NY	51672	4057	0	2018	1	51672405700	AMIODARONE			
FFSU	NY	50458	178	15	2018	1	50458017815	ORTHO-NOVU			
FFSU	NY	781	5077	1	2018	1	781507701	LORATADINE	"510,107"	"14,902"	"90,006.01"
MCOU	NY	185	55	1	2018	1	185005501	METOLAZONE	"2,123"	76	"2,473.37"
MCOU	NY	50419	403	3	2018	1	50419040303	SAFYRAL TA			
MCOU	NY	76282	212	60	2018	1	76282021260	SERTRALINE			
MCOU	NY	11980	174	10	2018	1	11980017410	PRED MILD	320	32	"8,595.99"
FFSU	NY	4	260	1	2018	1	4026001	CELLCEPT 5	"1,890"	16	"33,395.35"
FFSU	NY	49348	541	10	2018	1	49348054110	FIBER THER	"3,836"	44	448.16
MCOU	NY	46	872	21	2018	1	46087221	PREMARIN V	"76,762"	"2,545"	"888,802.90"
FFSU	NY	115	5522	10	2018	1	115552210	FENOFIBRAT	"2,510"	68	"1,373.44"
MCOU	NY	904	6292	61	2018	1	904629261	ATORVASTAT	458	31	77.82
MCOU	NY	78	429	47	2018	1	78042947	GENTEAL SE	"3,400"	321	"2,207.96"
MCOU	NY	781	1452	10	2018	1	781145210	GLIPIZIDE	"204,620"	"4,275"	"7,222.22"
MCOU	NY	59088	838	20	2018	1	59088083820	LIDOCAINE			
MCOU	NY	62175	118	37	2018	1	62175011837	OMEPRAZOLE	"9,354"	304	"1,664.52"
MCOU	NY	378	7160	1	2018	1	378716001	CELECOXIB	"7,558"	152	"5,702.39"
MCOU	NY	93	3098	29	2018	1	93309829	RISEDRONAT			
MCOU	NY	59212	423	16	2018	1	59212042316	DONNATAL G			
MCOU	NY	603	1567	56	2018	1	603156756	PREDNISOLO	"190,178.65"	"4,067"	"12,603.47"
MCOU	NY	378	3545	1	2018	1	378354501	MIRTAZAPIN	"2,648"	94	"1,213.75"
MCOU	NY	16571	201	50	2018	1	16571020150	DICLOFENAC	"80,260"	"1,542"	"11,785.64"
MCOU	NY	121	1276	10	2018	1	121127610	GUAIFENESI			
FFSU	NY	57237	100	99	2018	1	57237010099	METOPROLOL	"75,286"	"1,465"	"9,459.96"
FFSU	NY	51862	333	1	2018	1	51862033301	ESTRADIOL			
FFSU	NY	64980	259	1	2018	1	64980025901	GLYCOPYRRO			
FFSU	NY	406	8390	1	2018	1	406839001	MORPHINE S	622	14	757.39
MCOU	NY	781	2865	31	2018	1	781286531	RANITIDINE	"10,479"	343	"10,520.59"
MCOU	NY	173	859	10	2018	1	173085910	BREO ELLIP	"387,848.20"	"6,436"	"2,147,645.13"
FFSU	NY	378	3627	5	2018	1	378362705	CLOPIDOGRE	"17,664"	573	"4,205.44"
MCOU	NY	69315	904	10	2018	1	69315090410	LORAZEPRAM	"40,596"	799	"1,525.13"
FFSU	NY	69543	102	50	2018	1	69543010250	CEPHALEXIN	"1,618"	66	496.63
MCOU	NY	68308	840	1	2018	1	68308084001	OXYCODONE			
FFSU	NY	378	1817	77	2018	1	378181777	LEVOTHYROX	"5,456"	133	"3,144.49"
MCOU	NY	904	2015	59	2018	1	904201559	TRI-BUFFER	810	23	18.01
FFSU	NY	16729	64	16	2018	1	16729006416	LEVETIRACE	"6,330"	92	864.2
FFSU	NY	45802	1	25	2018	1	45802000125	NICOTINE P			
FFSU	NY	42388	23	26	2018	1	42388002326	CABOMETYX			
FFSU	NY	10019	944	50	2018	1	10019094450	PREMIER CY			
FFSU	NY	69315	118	1	2018	1	69315011801	FUROSEMIDE			
MCOU	NY	57894	70	1	2018	1	57894007001	SIMPONI 50	18	36	"158,526.24"
FFSU	NY	63323	265	30	2018	1	63323026530	METHYLPRED	41.375	41	"1,706.97"
MCOU	NY	50742	636	60	2018	1	50742063660	QUETIAPINE			
MCOU	NY	13668	115	90	2018	1	13668011590	LOSARTAN P	"30,233"	"1,010"	"3,107.45"
FFSU	NY	50383	63	6	2018	1	50383006306	GUAIFENESI			
MCOU	NY	62011	91	2	2018	1	62011009102	HEALTH MAR	"19,464"	88	232.59
MCOU	NY	68084	184	1	2018	1	68084018401	OXYCODONE			
MCOU	NY	93	4136	64	2018	1	93413664	CEFDINIR F	"17,570"	257	"6,125.18"
FFSU	NY	45802	131	35	2018	1	45802013135	HALOBETASO			
FFSU	NY	45802	14	2	2018	1	45802001402	HYDROCORTI	"2,720"	136	927.36
MCOU	NY	68382	31	1	2018	1	68382003101	DIVALPROEX	"3,012"	45	327.97
MCOU	NY	228	2031	10	2018	1	228203110	ALPRAZOLAM	"25,375"	367	944.48
MCOU	NY	904	6514	4	2018	1	904651404	ARIPIPRAZO			
MCOU	NY	228	2551	11	2018	1	228255111	DICLOFENAC	"48,273.06"	932	"9,504.47"
FFSU	NY	76282	250	90	2018	1	76282025090	ESCITALOPR			
MCOU	NY	527	1345	10	2018	1	527134510	LEVOTHYROX	"119,293"	"3,934"	"36,257.94"
FFSU	NY	68180	449	2	2018	1	68180044902	QUETIAPINE			
FFSU	NY	536	1945	83	2018	1	536194583	RULOX ANTA	"237,692"	503	"3,181.62"
FFSU	NY	55513	740	10	2018	1	55513074010	PARSABIV (			
FFSU	NY	378	3513	91	2018	1	378351391	RISPERIDON	"7,156"	161	"1,219.73"
FFSU	NY	591	3500	1	2018	1	591350001	MODAFINIL			
FFSU	NY	24385	396	40	2018	1	24385039640	MILK OF MA			
MCOU	NY	61442	117	1	2018	1	61442011701	GLIMEPIRID	"25,920"	590	"4,878.30"
MCOU	NY	60505	3573	9	2018	1	60505357309	MONTELUKAS	960	32	283.5
MCOU	NY	3	894	70	2018	1	3089470	ELIQUIS	"2,664"	43	"18,023.11"
MCOU	NY	527	1788	1	2018	1	527178801	FLUPHENAZI	"5,418"	97	"13,814.94"
MCOU	NY	904	5929	61	2018	1	904592961	LABETALOL			
MCOU	NY	54	3527	63	2018	1	54352763	LITHIUM 8	"35,600"	89	"10,215.52"
FFSU	NY	781	1556	1	2018	1	781155601	ISDN 10MG	"1,293"	17	767.24
FFSU	NY	69097	817	15	2018	1	69097081715	TOPIRAMATE	"5,411"	95	790.68
MCOU	NY	60505	2995	6	2018	1	60505299506	DULOXETINE	"3,284"	86	"2,787.43"
MCOU	NY	66530	260	20	2018	1	66530026020	TRETINOIN			
FFSU	NY	65162	754	10	2018	1	65162075410	BENAZEPRIL			
MCOU	NY	24	5856	30	2018	1	24585630	AVALIDE 30			
FFSU	NY	57894	30	1	2018	1	57894003001	REMICADE	"1,496.10"	336	"1,231,287.94"
MCOU	NY	115	1680	8	2018	1	115168008	ALENDRONAT	226	24	772.15
MCOU	NY	904	7809	61	2018	1	904780961	CYCLOBENZA			
FFSU	NY	904	7704	80	2018	1	904770480	ASPIR-LOW	"1,421,629"	"36,613"	"126,492.96"
FFSU	NY	57664	56	13	2018	1	57664005613	AMLODIPINE			
MCOU	NY	53746	514	1	2018	1	53746051401	SPIRONOLAC	"146,242"	"3,250"	"26,822.46"
MCOU	NY	16714	295	1	2018	1	16714029501	AMOXICILLI			
MCOU	NY	67457	440	22	2018	1	67457044022	ONDANSETRO			
MCOU	NY	472	117	45	2018	1	472011745	TRETINOIN	"110,100"	"2,492"	"265,105.43"
FFSU	NY	781	5422	10	2018	1	781542210	PIOGLITAZO			
MCOU	NY	409	6653	5	2018	1	409665305	POTASSIUM	"1,380"	252	"335,993.79"
MCOU	NY	16729	152	1	2018	1	16729015201	RAMIPRIL C			
MCOU	NY	68180	332	7	2018	1	68180033207	ZIPRASIDON	"5,465"	115	"7,180.02"
MCOU	NY	65862	568	30	2018	1	65862056830	MONTELUKAS	"2,580"	80	774.58
MCOU	NY	310	657	58	2018	1	310065758	LYNPARZA 5			
MCOU	NY	55150	162	5	2018	1	55150016205	LIDOCAINE			
MCOU	NY	17478	215	2	2018	1	17478021502	ATROPINE S	805	376	"6,726.70"
MCOU	NY	60505	3160	8	2018	1	60505316008	LOSARTAN P			
MCOU	NY	378	1049	10	2018	1	378104910	DOXEPIN HC	672	17	260.59
MCOU	NY	49483	331	1	2018	1	49483033101	ASPIRIN DE			
FFSU	NY	33342	147	9	2018	1	33342014709	ZIPRASIDON	"1,610"	30	"1,201.82"
MCOU	NY	33342	68	7	2018	1	33342006807	OLANZAPINE	"30,477"	975	"11,910.41"
FFSU	NY	25021	143	30	2018	1	25021014330	AMPICILLIN			
FFSU	NY	49348	934	34	2018	1	49348093434	ALL DAY AL	"6,497"	27	388.97
MCOU	NY	310	280	60	2018	1	310028060	SEROQUEL X	"1,260"	27	"10,177.37"
FFSU	NY	113	212	26	2018	1	113021226	CHILDREN'S			
FFSU	NY	591	3798	83	2018	1	591379883	IPRATROPIU	"111,412.50"	"1,258"	"12,725.08"
MCOU	NY	46122	231	72	2018	1	46122023172	GNP DOCUSA	"2,956"	50	54.76
FFSU	NY	527	1336	1	2018	1	527133601	DOXYCYCLIN			
MCOU	NY	25021	114	87	2018	1	25021011487	CIPROFLOXA			
FFSU	NY	43386	575	1	2018	1	43386057501	METHYLPHEN			
FFSU	NY	65649	301	3	2018	1	65649030103	XIFAXAN			
MCOU	NY	591	2985	39	2018	1	591298539	PROMETHAZI	878	76	"5,546.11"
MCOU	NY	65862	143	1	2018	1	65862014301	CARVEDILOL	"23,647"	380	574.37
MCOU	NY	63323	568	87	2018	1	63323056887	ENOXAPARIN	86.11	17	"9,077.93"
FFSU	NY	60793	856	1	2018	1	60793085601	LEVOXYL TA			
MCOU	NY	904	5174	16	2018	1	904517416	BANOPHEN E	"1,041,313.33"	"7,099"	"11,881.47"
MCOU	NY	69097	152	12	2018	1	69097015212	LAMOTRIGIN	"45,598"	"1,016"	"4,255.41"
MCOU	NY	781	1556	13	2018	1	781155613	ISDN 10MG			
MCOU	NY	4	801	85	2018	1	4080185	TAMIFLU 45	579	53	"7,955.33"
MCOU	NY	378	184	1	2018	1	378018401	PROPRANOLO	"6,679"	109	"1,801.15"
FFSU	NY	68682	713	10	2018	1	68682071310	ENALAPRIL	"12,308"	275	"5,723.59"
MCOU	NY	65862	503	20	2018	1	65862050320	AMOXICILLI	"122,245"	"6,718"	"71,205.11"
FFSU	NY	781	2202	5	2018	1	781220205	TEMAZEPAM			
FFSU	NY	93	5245	65	2018	1	93524565	OLANZAPINE			
MCOU	NY	66993	934	30	2018	1	66993093430	TESTOSTERO	"76,030"	427	"83,726.79"
FFSU	NY	93	3134	82	2018	1	93313482	CAMRESE (T	"18,109"	197	"24,720.06"
MCOU	NY	51079	574	20	2018	1	51079057420	TRIFLUOPER			
FFSU	NY	591	2605	1	2018	1	591260501	HYDROCODON			
FFSU	NY	143	9856	1	2018	1	143985601	CEFTRIAXON			
MCOU	NY	9	20	1	2018	1	9002001	MEDROL (ME			
FFSU	NY	68180	223	1	2018	1	68180022301	NIACIN EXT			
MCOU	NY	378	4230	77	2018	1	378423077	DESVENLAFA			
FFSU	NY	93	7692	56	2018	1	93769256	AMLODIPINE			
MCOU	NY	16714	470	2	2018	1	16714047002	CLONAZEPAM	"18,405"	294	"1,616.81"
MCOU	NY	69	5410	66	2018	1	69541066	VISTARIL C			
MCOU	NY	93	3167	53	2018	1	93316753	MINOCYCLIN	"6,427"	164	"2,685.91"
MCOU	NY	904	2013	80	2018	1	904201380	ASPIRIN 5G	"24,237"	760	361.91
FFSU	NY	603	5337	21	2018	1	603533721	PREDNISONE	452	13	111.45
MCOU	NY	113	359	26	2018	1	113035926	TUSSIN DM	"74,143"	449	626.31
FFSU	NY	93	2027	23	2018	1	93202723	AZITHROMYC	"4,320"	176	"4,415.29"
MCOU	NY	591	796	5	2018	1	591079605	SULFASALAZ	"35,581"	284	"4,772.29"
MCOU	NY	228	1580	3	2018	1	228158003	LAMOTRIGIN	"7,190"	182	"61,094.20"
FFSU	NY	44946	1024	1	2018	1	44946102401	MVC FLUORI	"7,206"	157	"1,021.37"
MCOU	NY	49884	661	9	2018	1	49884066109	CANDESARTA	960	32	"2,069.93"
MCOU	NY	31722	745	30	2018	1	31722074530	VALSARTAN	"6,540"	186	"2,907.69"
MCOU	NY	68382	600	10	2018	1	68382060010	POTASSIUM	"56,210"	"1,192"	"13,976.52"
MCOU	NY	51	8425	30	2018	1	51842530	ANDROGEL2.			
MCOU	NY	58468	21	1	2018	1	58468002101	RENAGEL TA	"18,166"	126	"126,062.42"
MCOU	NY	53746	189	1	2018	1	53746018901	NAPROXEN 3	"19,350"	447	912.87
MCOU	NY	51672	3003	2	2018	1	51672300302	HYDROCORTI	"217,893.33"	"6,032"	"21,486.19"
MCOU	NY	65862	211	5	2018	1	65862021105	MINOCYCLIN	"17,143"	412	"7,096.70"
MCOU	NY	68462	472	1	2018	1	68462047201	POTASSIUM	"1,030"	24	235.27
FFSU	NY	591	790	21	2018	1	591079021	METHYLPRED	378	18	204.84
