"UTLIZATION_TYPE","STATE_NAME","LABELER_CODE","PRODUCT_CODE","PACKAGE_SIZE","NDC","YEAR_NUMBER","QUARTER","PRODUCT_NAME","PRESCRIPTIONS","TOTAL_NUMBER","UNITS"
"MCOU","NY",121,810,16,"121081016",2018,1,"NYSTATIN O",212266.5,1330,13773.88
"FFSU","NY",33342,88,72,"33342008872",2018,1,"RIZATRIPTA",,,
"MCOU","NY",409,4887,24,"409488724",2018,1,"STERILE WA",,,
"FFSU","NY",603,2338,21,"603233821",2018,1,"APAP/CODEI",,,
"MCOU","NY",62332,102,31,"62332010231",2018,1,"ARIPIPRAZO",,,
"FFSU","NY",70000,205,1,"70000020501",2018,1,"ACETAMINOP",,,
"FFSU","NY",641,6025,10,"641602510",2018,1,"FENTANYL C",,,
"MCOU","NY",16714,305,1,"16714030501",2018,1,"FAMCICLOVI",,,
"FFSU","NY",24338,10,18,"24338001018",2018,1,"BIDIL (ISO",2436,32,7890.59
"MCOU","NY",68382,792,1,"68382079201",2018,1,"ACYCLOVIR",11982.5,339,2403.98
"FFSU","NY",61314,144,5,"61314014405",2018,1,"BRIMONIDIN",260,51,5198.54
"FFSU","NY",60793,851,1,"60793085101",2018,1,"LEVOXYL TA",,,
"FFSU","NY",62107,28,32,"62107002832",2018,1,"ECPIRIN",5482,117,419.37
"MCOU","NY",16729,196,17,"16729019617",2018,1,"LISINOPRIL",,,
"FFSU","NY",67253,181,10,"67253018110",2018,1,"AMPICILLIN",616,24,312.3
"FFSU","NY",43598,204,52,"43598020452",2018,1,"AMOXICILLI",11200,74,5744.35
"FFSU","NY",64376,649,5,"64376064905",2018,1,"HYDROCODON",,,
"FFSU","NY",31722,726,90,"31722072690",2018,1,"MONTELUKAS",3540,92,818.71
"FFSU","NY",378,6896,1,"378689601",2018,1,"AMLODIPINE",690,15,176.43
"MCOU","NY",69102,137,10,"69102013710",2018,1,"LAMOTRIGIN",1176,24,11188.99
"FFSU","NY",31722,731,30,"31722073130",2018,1,"IRBESARTAN",,,
"FFSU","NY",591,3758,1,"591375801",2018,1,"AMLODIPINE",,,
"FFSU","NY",904,5788,77,"904578877",2018,1,"NATURAL VE",15004,53,354.1
"MCOU","NY",66993,67,85,"66993006785",2018,1,"PANTOPRAZO",2081,63,257.55
"FFSU","NY",93,5125,1,"93512501",2018,1,"BENAZEPRIL",,,
"MCOU","NY",65862,71,1,"65862007101",2018,1,"AMOXICLLIN",346718,2261,8383.05
"MCOU","NY",378,1078,93,"378107893",2018,1,"TELMISARTA",,,
"FFSU","NY",24385,106,80,"24385010680",2018,1,"ANTACID TA",,,
"MCOU","NY",51079,581,6,"51079058106",2018,1,"LEUCOVORIN",,,
"MCOU","NY",46122,166,60,"46122016660",2018,1,"SUPHEDRIN",1492,62,290.83
"MCOU","NY",904,5559,60,"904555960",2018,1,"PRIMIDONE",,,
"FFSU","NY",68180,517,9,"68180051709",2018,1,"LISINOPRIL",,,
"FFSU","NY",17478,100,12,"17478010012",2018,1,"CYCLOPENTO",405,27,785.37
"FFSU","NY",135,157,7,"135015707",2018,1,"NICORETTE",,,
"MCOU","NY",338,709,48,"338070948",2018,1,"CONCENTRAT",,,
"FFSU","NY",64376,137,90,"64376013790",2018,1,"LEVETIRACE",,,
"FFSU","NY",78,777,20,"78077720",2018,1,"ENTRESTO F",3828,61,27789.48
"MCOU","NY",16714,225,4,"16714022504",2018,1,"LOSARTAN H",25910,863,3205.36
"MCOU","NY",68180,121,1,"68180012101",2018,1,"CEPHALEXIN",25618,865,2147.12
"FFSU","NY",16714,683,3,"16714068303",2018,1,"SIMVASTATI",6474,182,1114.23
"FFSU","NY",781,1123,1,"781112301",2018,1,"TRIAM/HCTZ",,,
"FFSU","NY",63090,170,60,"63090017060",2018,1,"NUPLAZID 1",1270,32,56417.84
"FFSU","NY",59467,318,1,"59467031801",2018,1,"MITIGARE (",,,
"MCOU","NY",47335,613,81,"47335061381",2018,1,"NIACIN ER",5193,134,13622.53
"MCOU","NY",67253,383,10,"67253038310",2018,1,"DOXAZOSIN",2010,64,965.87
"MCOU","NY",85,1341,1,"85134101",2018,1,"ASMANEX TW",124.8,518,163687.21
"FFSU","NY",62011,123,1,"62011012301",2018,1,"HEALTH MAR",,,
"MCOU","NY",703,43,1,"703004301",2018,1,"METHYLPRED",33,26,4956.17
"FFSU","NY",53746,110,5,"53746011005",2018,1,"HYDROCODON",3142,33,523.66
"MCOU","NY",51079,575,20,"51079057520",2018,1,"TRIFLUOPER",,,
"MCOU","NY",63323,193,52,"63323019352",2018,1,"IRINOTECAN",258,42,42173.13
"FFSU","NY",78,567,51,"78056751",2018,1,"AFINITOR T",504,21,254021.5
"MCOU","NY",169,2911,15,"169291115",2018,1,"XULTOPHY 1",1032,77,66989.16
"FFSU","NY",378,6150,93,"378615093",2018,1,"OMEPRAZOLE",863,35,136.27
"FFSU","NY",65162,302,9,"65162030209",2018,1,"VENLAFAXIN",1094,21,353.13
"MCOU","NY",60505,2575,7,"60505257507",2018,1,"BALSALAZID",38077,172,20987.8
"MCOU","NY",42192,338,1,"42192033801",2018,1,"HYOSCYAMIN",3429,57,1216.09
"MCOU","NY",13533,703,10,"13533070310",2018,1,"PROLASTIN-",771846,107,1163697.13
"MCOU","NY",55513,98,4,"55513009804",2018,1,"ARANESP (D",33.75,94,249091.97
"FFSU","NY",16729,283,1,"16729028301",2018,1,"ARIPIPRAZO",,,
"MCOU","NY",781,1506,10,"781150610",2018,1,"ATENOLOL 5",145511.76,4211,8379.83
"FFSU","NY",13668,95,90,"13668009590",2018,1,"PRAMIPEXOL",,,
"MCOU","NY",52544,39,60,"52544003960",2018,1,"KADIAN ER",,,
"MCOU","NY",59762,1710,1,"59762171001",2018,1,"EPLERENONE",,,
"FFSU","NY",17772,101,15,"17772010115",2018,1,"TROKENDI X",,,
"MCOU","NY",178,894,30,"178089430",2018,1,"CITRANATAL",115710,1940,196485.36
"FFSU","NY",62332,385,30,"62332038530",2018,1,"MODAFINIL",,,
"MCOU","NY",27808,92,1,"27808009201",2018,1,"DEXMETHYLP",21486,500,10993.75
"MCOU","NY",69387,103,30,"69387010330",2018,1,"PARICALCIT",,,
"FFSU","NY",63304,453,1,"63304045301",2018,1,"MORPHINE S",,,
"FFSU","NY",65862,533,1,"65862053301",2018,1,"AMOXICILLI",,,
"MCOU","NY",65862,82,1,"65862008201",2018,1,"GLYBURIDE/",226104,2628,18794.38
"MCOU","NY",536,1056,56,"536105656",2018,1,"BENZOYL PE",24352.5,553,2698.66
"MCOU","NY",93,2013,12,"93201312",2018,1,"SUMATRIPTA",98,31,21393.86
"MCOU","NY",8,923,60,"8092360",2018,1,"PROTONIX I",14.32,23,3725.19
"FFSU","NY",93,463,1,"93046301",2018,1,"LAMOTRIGIN",16844,233,2143.89
"FFSU","NY",63402,712,1,"63402071201",2018,1,"ALVESCO (C",,,
"FFSU","NY",168,139,15,"168013915",2018,1,"FLUOCINONI",,,
"MCOU","NY",944,3051,2,"944305102",2018,1,"ADVATE 2ML",,,
"MCOU","NY",68180,114,16,"68180011416",2018,1,"LEVETIRACE",90924,1122,18018.14
"MCOU","NY",61570,131,85,"61570013185",2018,1,"SILVADENE",,,
"FFSU","NY",10631,122,4,"10631012204",2018,1,"ULTRAVATE",,,
"FFSU","NY",904,6172,50,"904617250",2018,1,"CARBAMAZEP",19465,183,5458.97
"MCOU","NY",378,1805,77,"378180577",2018,1,"LEVOTHYROX",174027,5892,50597.65
"MCOU","NY",781,2613,76,"781261376",2018,1,"AMOXICILLI",1517,57,96.22
"MCOU","NY",185,84,1,"185008401",2018,1,"AMPHETAMIN",1202,31,834.54
"FFSU","NY",76204,800,25,"76204080025",2018,1,"LEVALBUTER",,,
"FFSU","NY",186,384,90,"186038490",2018,1,"ESOMEPRAZO",,,
"MCOU","NY",17478,215,15,"17478021515",2018,1,"ATROPINE S",8481,661,47489.39
"MCOU","NY",2,8797,59,"2879759",2018,1,"HUMALOG MI",53175,2758,1842552.27
"FFSU","NY",59762,3742,2,"59762374202",2018,1,"MEDROXYPRO",1612,84,680.05
"FFSU","NY",51672,4164,3,"51672416403",2018,1,"METRONIDAZ",1980,32,5387.07
"FFSU","NY",378,4275,5,"378427505",2018,1,"VALACYCLOF",,,
"FFSU","NY",93,8244,34,"93824434",2018,1,"LINEZOLID",,,
"MCOU","NY",115,1316,13,"115131613",2018,1,"OXYMORPHON",3895,64,14954.13
"FFSU","NY",68382,261,1,"68382026101",2018,1,"ACETAZOLAM",1501,25,2716.47
"FFSU","NY",55111,280,50,"55111028050",2018,1,"LEVOFLOXAC",3693,469,2801.19
"FFSU","NY",65862,503,1,"65862050301",2018,1,"AMOXICILLI",1167,69,968.26
"MCOU","NY",51672,4027,1,"51672402701",2018,1,"WARFARIN 1",40925,859,7235.26
"FFSU","NY",9,12,1,"9001201",2018,1,"CORTEF 5MG",,,
"FFSU","NY",93,8310,18,"93831018",2018,1,"ELETRIPTAN",,,
"MCOU","NY",115,1651,3,"115165103",2018,1,"METOCLOPRA",5671,88,210.64
"FFSU","NY",113,176,62,"113017662",2018,1,"CETIRIZINE",,,
"FFSU","NY",378,5486,10,"378548610",2018,1,"MECLIZINE",,,
"MCOU","NY",591,2367,10,"591236710",2018,1,"RALOXIFENE",,,
"FFSU","NY",60505,3454,6,"60505345406",2018,1,"TROSPIUM C",,,
"FFSU","NY",904,7704,70,"904770470",2018,1,"ASPIR-LOW",79073,2046,14241.2
"FFSU","NY",69,971,93,"69097193",2018,1,"VIBRAMYCIN",4919,12,5104.84
"FFSU","NY",409,212,2,"409021202",2018,1,"MILRINONE",,,
"FFSU","NY",10147,771,0,"10147077100",2018,1,"OXYBUTYNIN",,,
"MCOU","NY",33342,49,7,"33342004907",2018,1,"IRBESARTAN",,,
"FFSU","NY",456,2202,28,"456220228",2018,1,"FETZIMA TI",,,
"MCOU","NY",46122,309,71,"46122030971",2018,1,"GNP NAPROX",,,
"MCOU","NY",67457,339,0,"67457033900",2018,1,"VANCOMYCIN",,,
"MCOU","NY",603,1588,58,"603158858",2018,1,"PROMETHAZI",42517,218,9287.3
"MCOU","NY",42858,410,1,"42858041001",2018,1,"DEXMETHYLP",,,
"FFSU","NY",67877,250,1,"67877025001",2018,1,"QUETIAPINE",10236,233,1852.63
"FFSU","NY",60505,3664,3,"60505366403",2018,1,"PAXIL IR T",,,
"MCOU","NY",68462,223,1,"68462022301",2018,1,"LITHIUM CA",127899,1672,25539.54
"MCOU","NY",406,523,5,"406052305",2018,1,"OXYCODONE",9367,119,4696.28
"FFSU","NY",16714,348,4,"16714034804",2018,1,"DASETTA 1-",6440,183,3637.07
"MCOU","NY",69,189,21,"69018921",2018,1,"IBRANCE (P",6599,315,3579027.66
"MCOU","NY",64679,925,3,"64679092503",2018,1,"ENALAPRIL",199676.89,5526,66312.08
"MCOU","NY",6,277,28,"6027728",2018,1,"JANUVIA 10",12480,414,173408.33
"MCOU","NY",456,400,10,"456040010",2018,1,"TEFLARO 40",,,
"MCOU","NY",63323,184,10,"63323018410",2018,1,"FOLIC ACID",,,
"FFSU","NY",50419,254,1,"50419025401",2018,1,"ADEMPAS 2.",,,
"FFSU","NY",68382,106,1,"68382010601",2018,1,"DIVALPROEX",80106,373,39229.25
"MCOU","NY",472,370,45,"472037045",2018,1,"BETAMETHAS",10914.09,273,7097.97
"FFSU","NY",33342,68,44,"33342006844",2018,1,"OLANZAPINE",3267,89,953.09
"MCOU","NY",50111,482,1,"50111048201",2018,1,"THEOPHYLLI",,,
"MCOU","NY",527,1552,1,"527155201",2018,1,"BUTALBITAL",10834,215,9249.56
"MCOU","NY",71,1013,41,"71101341",2018,1,"LYRICA (PR",2807,46,22398.79
"MCOU","NY",69543,130,12,"69543013012",2018,1,"ALENDRONAT",,,
"FFSU","NY",63323,664,1,"63323066401",2018,1,"DIPHENHYDR",428,381,23017.39
"FFSU","NY",43598,437,1,"43598043701",2018,1,"NITROGLYCE",,,
"FFSU","NY",25021,816,30,"25021081630",2018,1,"LEUCOVORIN",,,
"MCOU","NY",69452,144,30,"69452014430",2018,1,"BENZONATAT",89740,2705,28862.91
"FFSU","NY",378,231,1,"378023101",2018,1,"ATENOLOL 5",,,
"FFSU","NY",62037,696,30,"62037069630",2018,1,"TAZTIA XT",,,
"MCOU","NY",904,1988,61,"904198861",2018,1,"ACETAMINOP",13716,226,208.36
"MCOU","NY",78,431,5,"78043105",2018,1,"FOCALIN XR",540,18,6386.25
"MCOU","NY",62332,76,42,"62332007642",2018,1,"MEMANTINE",,,
"FFSU","NY",68968,6675,8,"68968667508",2018,1,"MINIVELLE",,,
"MCOU","NY",603,5337,21,"603533721",2018,1,"PREDNISONE",5684,139,498.4
"MCOU","NY",42043,252,38,"42043025238",2018,1,"CEFDINIR F",29980,296,11606.4
"FFSU","NY",93,3086,84,"93308684",2018,1,"CLOZAPINE",,,
"FFSU","NY",68084,55,30,"68084005530",2018,1,"DILTIAZEM",,,
"MCOU","NY",409,1626,1,"409162601",2018,1,"BUTORPHANO",,,
"MCOU","NY",65862,915,64,"65862091564",2018,1,"ZOLMITRIPT",344,52,2422.65
"FFSU","NY",67877,170,30,"67877017030",2018,1,"ONDANSETRO",1713,51,598.02
"FFSU","NY",50458,564,1,"50458056401",2018,1,"INVEGA SUS",673.09,464,1126964.51
"MCOU","NY",143,9651,9,"143965109",2018,1,"MONTELUKAS",,,
"FFSU","NY",45802,53,2,"45802005302",2018,1,"BETAMETHAS",,,
"MCOU","NY",641,6070,25,"641607025",2018,1,"MORPHINE S",,,
"FFSU","NY",3,3734,13,"3373413",2018,1,"OPDIVO",280,13,74026.2
"FFSU","NY",51991,746,5,"51991074605",2018,1,"DULOXETINE",1800,41,793.86
"MCOU","NY",64125,905,5,"64125090505",2018,1,"LORAZEPAM",1047,25,41.92
"MCOU","NY",60505,65,7,"60505006507",2018,1,"OMEPRAZOLE",,,
"MCOU","NY",63323,695,4,"63323069504",2018,1,"ACETYLCYST",,,
"MCOU","NY",61442,122,10,"61442012210",2018,1,"FAMOTIDINE",161991,4495,13493.25
"MCOU","NY",591,3542,60,"591354260",2018,1,"BUPROPION",20916,470,9476.44
"MCOU","NY",27241,99,90,"27241009990",2018,1,"DULOXETINE",12564,343,10052.73
"MCOU","NY",52427,429,90,"52427042990",2018,1,"TENORMIN 2",,,
"MCOU","NY",430,783,27,"430078327",2018,1,"ASACOL HD",1650,14,11940.85
"FFSU","NY",781,2271,1,"781227101",2018,1,"AMLODIPINE",,,
"MCOU","NY",43386,920,60,"43386092060",2018,1,"OXYCODONE",,,
"MCOU","NY",71399,553,5,"71399055305",2018,1,"GABAPENTIN",9319,111,637.89
"MCOU","NY",59011,274,60,"59011027460",2018,1,"HYSINGLA E",,,
"FFSU","NY",378,723,1,"378072301",2018,1,"ENALAPRIL/",5461,155,1666.86
"MCOU","NY",67877,251,80,"67877025180",2018,1,"TRIAMCINOL",322043.6,4002,26067.31
"MCOU","NY",9,29,1,"9002901",2018,1,"XANAX .25M",,,
"MCOU","NY",51672,4057,0,"51672405700",2018,1,"AMIODARONE",,,
"FFSU","NY",50458,178,15,"50458017815",2018,1,"ORTHO-NOVU",,,
"FFSU","NY",781,5077,1,"781507701",2018,1,"LORATADINE",510107,14902,90006.01
"MCOU","NY",185,55,1,"185005501",2018,1,"METOLAZONE",2123,76,2473.37
"MCOU","NY",50419,403,3,"50419040303",2018,1,"SAFYRAL TA",,,
"MCOU","NY",76282,212,60,"76282021260",2018,1,"SERTRALINE",,,
"FFSU","NY",4,260,1,"4026001",2018,1,"CELLCEPT 5",1890,16,33395.35
"FFSU","NY",49348,541,10,"49348054110",2018,1,"FIBER THER",3836,44,448.16
"MCOU","NY",46,872,21,"46087221",2018,1,"PREMARIN V",76762,2545,888802.9
"FFSU","NY",115,5522,10,"115552210",2018,1,"FENOFIBRAT",2510,68,1373.44
"MCOU","NY",904,6292,61,"904629261",2018,1,"ATORVASTAT",458,31,77.82
"MCOU","NY",78,429,47,"78042947",2018,1,"GENTEAL SE",3400,321,2207.96
"MCOU","NY",781,1452,10,"781145210",2018,1,"GLIPIZIDE",204620,4275,7222.22
"MCOU","NY",59088,838,20,"59088083820",2018,1,"LIDOCAINE",,,
"MCOU","NY",62175,118,37,"62175011837",2018,1,"OMEPRAZOLE",9354,304,1664.52
"MCOU","NY",378,7160,1,"378716001",2018,1,"CELECOXIB",7558,152,5702.39
"MCOU","NY",93,3098,29,"93309829",2018,1,"RISEDRONAT",,,
"MCOU","NY",59212,423,16,"59212042316",2018,1,"DONNATAL G",,,
"MCOU","NY",603,1567,56,"603156756",2018,1,"PREDNISOLO",190178.65,4067,12603.47
"MCOU","NY",378,3545,1,"378354501",2018,1,"MIRTAZAPIN",2648,94,1213.75
"MCOU","NY",16571,201,50,"16571020150",2018,1,"DICLOFENAC",80260,1542,11785.64
"MCOU","NY",121,1276,10,"121127610",2018,1,"GUAIFENESI",,,
"FFSU","NY",51862,333,1,"51862033301",2018,1,"ESTRADIOL",,,
"FFSU","NY",64980,259,1,"64980025901",2018,1,"GLYCOPYRRO",,,
"FFSU","NY",406,8390,1,"406839001",2018,1,"MORPHINE S",622,14,757.39
"MCOU","NY",781,2865,31,"781286531",2018,1,"RANITIDINE",10479,343,10520.59
"MCOU","NY",173,859,10,"173085910",2018,1,"BREO ELLIP",387848.2,6436,2147645.13
"FFSU","NY",378,3627,5,"378362705",2018,1,"CLOPIDOGRE",17664,573,4205.44
"MCOU","NY",69315,904,10,"69315090410",2018,1,"LORAZEPRAM",40596,799,1525.13
"FFSU","NY",69543,102,50,"69543010250",2018,1,"CEPHALEXIN",1618,66,496.63
"MCOU","NY",68308,840,1,"68308084001",2018,1,"OXYCODONE",,,
"MCOU","NY",904,2015,59,"904201559",2018,1,"TRI-BUFFER",810,23,18.01
"FFSU","NY",16729,64,16,"16729006416",2018,1,"LEVETIRACE",6330,92,864.2
"FFSU","NY",45802,1,25,"45802000125",2018,1,"NICOTINE P",,,
"FFSU","NY",42388,23,26,"42388002326",2018,1,"CABOMETYX",,,
"FFSU","NY",10019,944,50,"10019094450",2018,1,"PREMIER CY",,,
"FFSU","NY",69315,118,1,"69315011801",2018,1,"FUROSEMIDE",,,
"FFSU","NY",63323,265,30,"63323026530",2018,1,"METHYLPRED",41.375,41,1706.97
"MCOU","NY",50742,636,60,"50742063660",2018,1,"QUETIAPINE",,,
"MCOU","NY",13668,115,90,"13668011590",2018,1,"LOSARTAN P",30233,1010,3107.45
"FFSU","NY",50383,63,6,"50383006306",2018,1,"GUAIFENESI",,,
"MCOU","NY",62011,91,2,"62011009102",2018,1,"HEALTH MAR",19464,88,232.59
"MCOU","NY",68084,184,1,"68084018401",2018,1,"OXYCODONE",,,
"MCOU","NY",93,4136,64,"93413664",2018,1,"CEFDINIR F",17570,257,6125.18
"FFSU","NY",45802,131,35,"45802013135",2018,1,"HALOBETASO",,,
"FFSU","NY",45802,14,2,"45802001402",2018,1,"HYDROCORTI",2720,136,927.36
"MCOU","NY",68382,31,1,"68382003101",2018,1,"DIVALPROEX",3012,45,327.97
"MCOU","NY",228,2031,10,"228203110",2018,1,"ALPRAZOLAM",25375,367,944.48
"MCOU","NY",904,6514,4,"904651404",2018,1,"ARIPIPRAZO",,,
"MCOU","NY",228,2551,11,"228255111",2018,1,"DICLOFENAC",48273.06,932,9504.47
"FFSU","NY",76282,250,90,"76282025090",2018,1,"ESCITALOPR",,,
"MCOU","NY",527,1345,10,"527134510",2018,1,"LEVOTHYROX",119293,3934,36257.94
"FFSU","NY",536,1945,83,"536194583",2018,1,"RULOX ANTA",237692,503,3181.62
"FFSU","NY",378,3513,91,"378351391",2018,1,"RISPERIDON",7156,161,1219.73
"FFSU","NY",591,3500,1,"591350001",2018,1,"MODAFINIL",,,
"FFSU","NY",24385,396,40,"24385039640",2018,1,"MILK OF MA",,,
"MCOU","NY",61442,117,1,"61442011701",2018,1,"GLIMEPIRID",25920,590,4878.3
"MCOU","NY",60505,3573,9,"60505357309",2018,1,"MONTELUKAS",960,32,283.5
"MCOU","NY",527,1788,1,"527178801",2018,1,"FLUPHENAZI",5418,97,13814.94
"MCOU","NY",904,5929,61,"904592961",2018,1,"LABETALOL",,,
"MCOU","NY",54,3527,63,"54352763",2018,1,"LITHIUM 8",35600,89,10215.52
"FFSU","NY",781,1556,1,"781155601",2018,1,"ISDN 10MG",1293,17,767.24
"FFSU","NY",69097,817,15,"69097081715",2018,1,"TOPIRAMATE",5411,95,790.68
"MCOU","NY",60505,2995,6,"60505299506",2018,1,"DULOXETINE",3284,86,2787.43
"MCOU","NY",24,5856,30,"24585630",2018,1,"AVALIDE 30",,,
"FFSU","NY",57894,30,1,"57894003001",2018,1,"REMICADE",1496.1,336,1231287.94
"MCOU","NY",115,1680,8,"115168008",2018,1,"ALENDRONAT",226,24,772.15
"FFSU","NY",904,7704,80,"904770480",2018,1,"ASPIR-LOW",1421629,36613,126492.96
"FFSU","NY",57664,56,13,"57664005613",2018,1,"AMLODIPINE",,,
"MCOU","NY",16714,295,1,"16714029501",2018,1,"AMOXICILLI",,,
"MCOU","NY",67457,440,22,"67457044022",2018,1,"ONDANSETRO",,,
"MCOU","NY",67877,147,1,"67877014701",2018,1,"TEMAZEPAM",16917,610,1787.62
"MCOU","NY",597,120,24,"597012024",2018,1,"ZANTAC (RA",,,
"FFSU","NY",51862,284,3,"51862028403",2018,1,"TILIA  FE",1540,43,2358.75
"MCOU","NY",187,5104,1,"187510401",2018,1,"XERESE CRE",,,
"MCOU","NY",45802,897,34,"45802089734",2018,1,"CHILDREN'S",131758,605,2971.61
"FFSU","NY",378,1721,93,"378172193",2018,1,"AMLODIPINE",,,
"MCOU","NY",93,26,10,"93002610",2018,1,"ENALAPRIL",,,
"MCOU","NY",68382,806,10,"68382080610",2018,1,"TRAZODONE",,,
"FFSU","NY",29300,113,16,"29300011316",2018,1,"LAMOTRIGIN",10240,190,2071.48
"FFSU","NY",13811,712,30,"13811071230",2018,1,"VENLAFAXIN",,,
"FFSU","NY",93,5268,1,"93526801",2018,1,"ZALEPLON C",,,
"MCOU","NY",168,146,30,"168014630",2018,1,"HYDROCORTI",490321.39,14290,109863.27
"MCOU","NY",68462,388,84,"68462038884",2018,1,"LEVONORGES",,,
"MCOU","NY",47335,605,13,"47335060513",2018,1,"ALPRAZOLAM",,,
"MCOU","NY",574,2301,15,"574230115",2018,1,"TRETINOIN",765,45,1671.76
"MCOU","NY",59762,170,6,"59762017006",2018,1,"TOLTERODIN",2094,41,2162.89
"MCOU","NY",75834,119,50,"75834011950",2018,1,"OFLOXACIN",,,
"FFSU","NY",378,1133,1,"378113301",2018,1,"CARBIDOPA",,,
"MCOU","NY",54,12,25,"54001225",2018,1,"FLECAINIDE",,,
"MCOU","NY",66993,43,30,"66993004330",2018,1,"ATOMOXETIN",9759,315,28137.56
"MCOU","NY",63739,79,10,"63739007910",2018,1,"DILTIAZEM",,,
"FFSU","NY",59630,750,50,"59630075050",2018,1,"METHYLIN O",,,
"MCOU","NY",406,9012,76,"406901276",2018,1,"FENTANYL T",457,47,4603.21
"FFSU","NY",57664,117,88,"57664011788",2018,1,"VERAPAMIL",,,
"MCOU","NY",69097,943,7,"69097094307",2018,1,"GABAPENTIN",42222,468,2548.29
"MCOU","NY",61314,44,75,"61314004475",2018,1,"TRIFLURIDI",1365,178,23375.62
"FFSU","NY",591,5553,5,"591555305",2018,1,"DOXYCYCLIN",,,
"MCOU","NY",29300,241,5,"29300024105",2018,1,"AMLODIPINE",1770,59,60.21
"FFSU","NY",472,1764,94,"472176494",2018,1,"IBUPROFEN",3574,23,186.93
"MCOU","NY",562,7805,0,"562780500",2018,1,"RHOGAM",,,
"MCOU","NY",69097,843,5,"69097084305",2018,1,"QUINAPRIL",9180,263,1700.58
"FFSU","NY",62756,184,88,"62756018488",2018,1,"OXCARBAZEP",29780,342,7264.44
"MCOU","NY",36800,302,34,"36800030234",2018,1,"PINK BISMU",,,
"MCOU","NY",591,2612,5,"591261205",2018,1,"HYDROCODON",133724,1479,25095.9
"FFSU","NY",29300,242,19,"29300024219",2018,1,"AMLODIPINE",926,29,148.45
"MCOU","NY",185,223,5,"185022305",2018,1,"CILOSTAZOL",5218,89,823.83
"MCOU","NY",409,1754,10,"409175410",2018,1,"MAGNESIUM",,,
"MCOU","NY",68180,616,7,"68180061607",2018,1,"QUETIAPINE",5383,156,43540.77
"MCOU","NY",67877,124,85,"67877012485",2018,1,"SSD CREAM",52785,606,7914.5
"MCOU","NY",55513,956,1,"55513095601",2018,1,"VECTIBIX (",,,
"FFSU","NY",13668,325,30,"13668032530",2018,1,"AMLO+VAL+H",,,
"MCOU","NY",378,4415,1,"378441501",2018,1,"FLURAZEPAM",1474,40,720.85
"FFSU","NY",60793,859,1,"60793085901",2018,1,"LEVOXYL TA",,,
"FFSU","NY",47781,426,47,"47781042647",2018,1,"FENTANYL T",368,43,2151.88
"FFSU","NY",50458,308,11,"50458030811",2018,1,"RISPERDAL",436,352,372710.22
"FFSU","NY",713,683,31,"713068331",2018,1,"GENTAMICIN",,,
"MCOU","NY",68682,107,10,"68682010710",2018,1,"NIFEDIPINE",34409,1095,32785.59
"MCOU","NY",555,285,5,"555028505",2018,1,"DIPYRIDAMO",,,
"FFSU","NY",69097,822,7,"69097082207",2018,1,"CITALOPRAM",735,20,166.83
"FFSU","NY",65162,48,10,"65162004810",2018,1,"OXYCODONE",4665,48,872.56
"FFSU","NY",78,664,19,"78066419",2018,1,"UTIBRON NE",,,
"MCOU","NY",23155,250,1,"23155025001",2018,1,"VENLAFAXIN",,,
"FFSU","NY",50383,823,16,"50383082316",2018,1,"SULFAMETHO",8083,27,1890.85
"FFSU","NY",65162,219,11,"65162021911",2018,1,"METFORMIN",,,
"MCOU","NY",54,88,26,"54008826",2018,1,"CALCIUM AC",45430,306,18847.88
"MCOU","NY",70257,563,2,"70257056302",2018,1,"LIORESAL (",,,
"MCOU","NY",65862,9,5,"65862000905",2018,1,"METFORMIN",73424,1211,2608.32
"MCOU","NY",536,1079,97,"536107997",2018,1,"HYDROCORTI",13936,113,641.36
"FFSU","NY",67877,262,18,"67877026218",2018,1,"RIZATRIPTA",,,
"MCOU","NY",51672,4074,6,"51672407406",2018,1,"HYDROCORTI",5625,119,11141.02
"MCOU","NY",64980,258,1,"64980025801",2018,1,"GLYCOPYRRO",,,
"MCOU","NY",69,3030,20,"69303020",2018,1,"DOXORUBICI",,,
"MCOU","NY",10147,954,1,"10147095401",2018,1,"PALIPERIDO",,,
"FFSU","NY",43547,355,10,"43547035510",2018,1,"LISINOPRIL",1230,37,263.88
"FFSU","NY",65862,23,6,"65862002306",2018,1,"MIRTAZIPIN",570,19,615.71
"FFSU","NY",68084,960,33,"68084096033",2018,1,"FIBER-CAPS",,,
"FFSU","NY",69543,141,11,"69543014111",2018,1,"LOSARTAN P",,,
"MCOU","NY",60793,851,1,"60793085101",2018,1,"LEVOXYL TA",2449,79,811.26
"MCOU","NY",54838,511,80,"54838051180",2018,1,"HYOSYNE EL",13665,66,1752.38
"MCOU","NY",54,64,47,"54006447",2018,1,"ONDANSETRO",11387.75,530,30436.12
"FFSU","NY",49884,290,1,"49884029001",2018,1,"MEGESTROL",1082,20,305.31
"FFSU","NY",67405,300,15,"67405030015",2018,1,"MOMETASONE",,,
"MCOU","NY",59417,107,10,"59417010710",2018,1,"VYVANSE 70",83567,2809,801501.63
"FFSU","NY",62332,113,91,"62332011391",2018,1,"METORPROLO",10272,159,963.99
"FFSU","NY",69452,154,20,"69452015420",2018,1,"TACROLIMUS",,,
"MCOU","NY",310,1969,30,"310196930",2018,1,"MOVANTIK 1",16192,531,182128.75
"FFSU","NY",36800,288,26,"36800028826",2018,1,"GUAIFENESI",,,
